DOCUMENT ID,RECORD TYPE,CRFN,BOROUGH,DOC. TYPE,DOC. DATE,DOC. AMOUNT,RECORDED OR FILED,MODIFIED DATE,REEL YEAR,REEL NBR,REEL PAGE,PERCENT TRANSFERRED,GOOD THROUGH DATE
2014011501022018,A,2014000056623,1,TL&R,12/16/2013,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014012800898002,A,2014000056912,3,TL&R,01/28/2014,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014020500698001,A,2014000057398,3,TL&R,02/03/2014,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014013100172003,A,2014000057439,3,TL&R,01/31/2014,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014013000420002,A,2014000057984,1,TL&R,12/31/2013,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014013000344011,A,2014000058134,1,TL&R,01/16/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014021200194006,A,2014000058282,1,TL&R,02/06/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014013000199007,A,2014000058357,3,TL&R,01/17/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014021200397001,A,2014000058369,1,TL&R,02/10/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014021001063001,A,2014000058689,1,TL&R,02/04/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014021000265001,A,2014000059295,4,TL&R,02/05/2014,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014013001024002,A,2014000059592,4,TL&R,01/02/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014020700659001,A,2014000059609,1,TL&R,01/31/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021400238002,A,2014000059739,1,TL&R,02/10/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014012900668002,A,2014000060524,3,TL&R,01/22/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014010701050012,A,2014000060741,1,TL&R,12/16/2013,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021001495004,A,2014000060957,1,TL&R,01/24/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021400046012,A,2014000061064,1,TL&R,02/12/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021200159001,A,2014000061352,4,TL&R,01/30/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021200094001,A,2014000061506,4,TL&R,01/30/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014021101285006,A,2014000061638,1,TL&R,01/15/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014021100111001,A,2014000061787,1,TL&R,02/07/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014021300967002,A,2014000061905,1,TL&R,02/11/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014020300428007,A,2014000062143,4,TL&R,01/28/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014020700101006,A,2014000062307,4,TL&R,01/30/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014021200179002,A,2014000062452,4,TL&R,01/10/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014011301547002,A,2014000062735,1,TL&R,01/06/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2014021300731001,A,2014000062767,3,TL&R,02/11/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2013122701010001,A,2014000062945,1,TL&R,12/19/2013,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021400040001,A,2014000063117,1,TL&R,02/06/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021300294001,A,2014000063565,1,TL&R,01/31/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021200944002,A,2014000063681,2,TL&R,01/27/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021201302001,A,2014000063704,3,TL&R,02/11/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021900943006,A,2014000064240,1,TL&R,02/11/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021300270001,A,2014000064508,3,TL&R,01/31/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014012900834002,A,2014000064692,1,TL&R,01/27/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014021200918001,A,2014000064805,3,TL&R,02/04/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014021801235002,A,2014000065117,1,TL&R,12/24/2013,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014022000509002,A,2014000065432,1,TL&R,02/12/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014021200410008,A,2014000065532,1,TL&R,02/05/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014021800223006,A,2014000065869,1,TL&R,01/17/2014,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014021100639004,A,2014000065916,1,TL&R,12/18/2013,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014022000836004,A,2014000066205,1,TL&R,02/19/2014,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014021800222001,A,2014000066320,4,TL&R,02/04/2014,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014021400738002,A,2014000066679,3,TL&R,12/11/2013,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014021300880001,A,2014000066972,1,TL&R,02/06/2014,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014022000793002,A,2014000067622,1,TL&R,02/14/2014,0,02/25/2014,02/25/2014,0,0,0,0,02/28/2014
2014022000778005,A,2014000067749,1,TL&R,02/19/2014,0,02/25/2014,02/25/2014,0,0,0,0,02/28/2014
2013123100510003,A,2014000068037,1,TL&R,12/27/2013,0,02/25/2014,02/25/2014,0,0,0,0,02/28/2014
2014022400512002,A,2014000068443,1,TL&R,02/10/2014,0,02/25/2014,02/25/2014,0,0,0,0,02/28/2014
2014022001120002,A,2014000069064,1,TL&R,02/14/2014,0,02/26/2014,02/26/2014,0,0,0,0,02/28/2014
2013101700134006,A,2014000069194,3,TL&R,10/08/2013,0,02/26/2014,02/26/2014,0,0,0,0,02/28/2014
2014022100038002,A,2014000069315,1,TL&R,02/18/2014,0,02/26/2014,02/26/2014,0,0,0,0,02/28/2014
2014021800971005,A,2014000069691,1,TL&R,02/06/2014,0,02/26/2014,02/26/2014,0,0,0,0,02/28/2014
2014022600653006,A,2014000070688,1,TL&R,01/31/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014021900745004,A,2014000070748,1,TL&R,01/27/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014022001184006,A,2014000070846,3,TL&R,02/12/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014021800080008,A,2014000070955,1,TL&R,02/06/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014022101088003,A,2014000071183,1,TL&R,02/18/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014022100649005,A,2014000071296,1,TL&R,02/19/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2013123000742001,A,2014000071500,3,TL&R,12/19/2013,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014022500881002,A,2014000071877,1,TL&R,02/12/2014,0,02/28/2014,02/28/2014,0,0,0,0,02/28/2014
2014022400205004,A,2014000072569,1,TL&R,02/14/2014,0,02/28/2014,02/28/2014,0,0,0,0,02/28/2014
2014020700326001,A,2014000051760,1,TERL,01/23/2014,0,02/10/2014,02/10/2014,0,0,0,100,02/28/2014
2013103000330003,A,2014000060602,1,TERL,10/25/2013,0,02/18/2014,02/18/2014,0,0,0,100,02/28/2014
2014012901146001,A,2014000064254,1,TERL,01/23/2014,0,02/20/2014,02/20/2014,0,0,0,100,02/28/2014
2014012901323001,A,2014000041638,1,SUBM,01/14/2014,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2014011001386002,A,2014000041951,3,SUBM,12/06/2013,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2013120500975003,A,2014000042521,1,SUBM,11/15/2013,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2013121901384001,A,2014000042831,4,SUBM,12/10/2013,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2014013100906001,A,2014000043449,1,SUBM,02/07/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014012200584003,A,2014000043842,1,SUBM,11/12/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014020300373003,A,2014000044293,1,SUBM,12/10/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2013091700623003,A,2014000044413,4,SUBM,08/26/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014013001263003,A,2014000044627,4,SUBM,12/18/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2013101000521003,A,2014000045198,1,SUBM,08/09/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014020301160002,A,2014000046005,1,SUBM,12/16/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014013000990003,A,2014000046503,1,SUBM,01/22/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014020500571002,A,2014000048075,1,SUBM,01/20/2014,0,02/06/2014,02/06/2014,0,0,0,0,02/28/2014
2014020500395001,A,2014000048269,1,SUBM,01/15/2014,0,02/06/2014,02/06/2014,0,0,0,0,02/28/2014
2014013000042004,A,2014000048761,1,SUBM,01/21/2014,0,02/06/2014,02/06/2014,0,0,0,0,02/28/2014
2013022100514004,A,2014000049070,1,SUBM,12/19/2012,0,02/07/2014,02/07/2014,0,0,0,0,02/28/2014
2014012200866004,A,2014000050082,3,SUBM,12/23/2013,0,02/07/2014,02/07/2014,0,0,0,0,02/28/2014
2014020300076003,A,2014000051404,4,SUBM,12/13/2013,0,02/10/2014,02/10/2014,0,0,0,0,02/28/2014
2014020601057002,A,2014000051970,1,SUBM,01/20/2014,0,02/10/2014,02/10/2014,0,0,0,0,02/28/2014
2014013100835004,A,2014000052307,4,SUBM,10/14/2013,0,02/10/2014,02/10/2014,0,0,0,0,02/28/2014
2014020400357004,A,2014000052863,1,SUBM,05/02/2013,0,02/10/2014,02/10/2014,0,0,0,0,02/28/2014
2013121300146003,A,2014000053127,3,SUBM,10/22/2013,0,02/11/2014,02/11/2014,0,0,0,0,02/28/2014
2014012700553002,A,2014000053560,3,SUBM,11/14/2013,0,02/11/2014,02/11/2014,0,0,0,0,02/28/2014
2014021001311001,A,2014000054257,1,SUBM,02/18/2013,0,02/11/2014,02/11/2014,0,0,0,0,02/28/2014
2014020700933001,A,2014000054370,1,SUBM,11/08/2013,0,02/11/2014,02/11/2014,0,0,0,0,02/28/2014
2013081300227003,A,2014000054560,4,SUBM,06/28/2013,0,02/11/2014,02/11/2014,0,0,0,0,02/28/2014
2014021100461003,A,2014000055245,1,SUBM,11/05/2013,0,02/12/2014,02/12/2014,0,0,0,0,02/28/2014
2014020700897002,A,2014000055565,1,SUBM,01/17/2014,0,02/12/2014,02/12/2014,0,0,0,0,02/28/2014
2014020600597003,A,2014000056434,4,SUBM,01/03/2014,0,02/12/2014,02/12/2014,0,0,0,0,02/28/2014
2014020600857004,A,2014000057104,1,SUBM,10/14/2013,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014013100974003,A,2014000057664,4,SUBM,12/16/2013,0,02/13/2014,02/13/2014,0,0,0,0,02/28/2014
2014021201341002,A,2014000058470,1,SUBM,10/11/2013,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2013101800322004,A,2014000059323,2,SUBM,03/26/2013,0,02/14/2014,02/14/2014,0,0,0,0,02/28/2014
2014021101088003,A,2014000060312,1,SUBM,01/16/2014,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2013121700918003,A,2014000060594,1,SUBM,11/04/2013,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2013100200403004,A,2014000060949,1,SUBM,06/21/2013,0,02/18/2014,02/18/2014,0,0,0,0,02/28/2014
2014021800822003,A,2014000062440,1,SUBM,01/30/2014,0,02/19/2014,02/19/2014,0,0,0,0,02/28/2014
2013050601227004,A,2014000062909,3,SUBM,03/28/2013,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021400395004,A,2014000063301,1,SUBM,01/16/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021001531001,A,2014000063534,1,SUBM,08/30/2013,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021900749001,A,2014000064493,1,SUBM,03/07/2013,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014022000902003,A,2014000064903,1,SUBM,01/09/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2013081601410003,A,2014000065030,4,SUBM,01/29/2013,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014022000492003,A,2014000065165,1,SUBM,02/06/2014,0,02/21/2014,02/21/2014,0,0,0,0,02/28/2014
2014022000873002,A,2014000066076,1,SUBM,02/03/2014,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014021400593005,A,2014000066809,4,SUBM,12/19/2013,0,02/24/2014,02/24/2014,0,0,0,0,02/28/2014
2014022400612001,A,2014000068525,1,SUBM,01/10/2014,0,02/25/2014,02/25/2014,0,0,0,0,02/28/2014
2014022500739001,A,2014000070427,1,SUBM,06/14/2011,0,02/26/2014,02/26/2014,0,0,0,0,02/28/2014
2014021300048002,A,2014000071431,4,SUBM,01/20/2014,0,02/27/2014,02/27/2014,0,0,0,0,02/28/2014
2014022100145004,A,2014000071980,1,SUBM,11/18/2013,0,02/28/2014,02/28/2014,0,0,0,0,02/28/2014
2014012900877002,A,2014000041673,1,SPRD,01/22/2014,1150000,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2014012000201003,A,2014000055847,1,SPRD,01/15/2014,750000,02/12/2014,02/12/2014,0,0,0,0,02/28/2014
2014010701349003,A,2014000041695,1,SMIS,12/31/2013,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2014013000178001,A,2014000042810,4,SMIS,01/30/2014,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2013121101158001,A,2014000042970,1,SMIS,12/11/2013,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2014012801033002,A,2014000043072,1,SMIS,04/30/2012,0,02/03/2014,02/03/2014,0,0,0,0,02/28/2014
2013102901540001,A,2014000043915,1,SMIS,08/14/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014020300068001,A,2014000045842,1,SMIS,01/27/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014020300074001,A,2014000045933,1,SMIS,01/06/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
